MSN,YYYYMM,Value,Column_Order,Description,Unit
RFEIEUS,200908,1.497,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,200909,0.934,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,200910,1.052,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,200911,0.624,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,200912,0.629,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201001,1.43,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201002,0.525,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201003,0.622,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201004,0.601,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201005,1.018,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201006,1.559,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201007,1.848,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201008,1.511,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201009,0.914,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201010,0.575,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201011,0.513,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201012,1.021,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
RFEIEUS,201101,0.865,5,Residual Fuel Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
